Timestamp,Username,ComputerID,fileAccessType,fileDestinationDirectory,NearbyUsers,computer_user_location,ComputerRoom
2025-03-26 01:07:13,Director1,Computer C1,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:07:18,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\AS2\Manager1_COPY_NON_OTHERS_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C
2025-03-26 01:07:25,Director1,Computer C0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:07:28,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:07:30,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:07:32,Director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:07:38,AS2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_4.docx,['Manager1'],Room C,Room A
2025-03-26 01:07:44,AS2,Computer C1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_6.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:20:24,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPEN.docx,[],Room C,Room D
2025-03-26 01:26:39,Director2,Computer D,File Move,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_MOVE_INTERNAL_1.docx,[],Room B,Room D
2025-03-26 01:36:56,AS2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_EXTERNAL_1.docx,[],Room C,Room D
2025-03-26 01:38:28,AS1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_1.docx,['Manager1'],Room C,Room A
2025-03-26 01:41:56,AS2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_5.docx,[],Room C,Room D
2025-03-26 01:42:00,Director2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director2_COPY_NON_EXTERNAL_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room B,Room C
2025-03-26 01:42:06,Manager1,Computer D,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN.docx,[],Room A,Room D
2025-03-26 01:42:14,AS1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN_NON.docx,[],Room C,Room D
2025-03-26 01:42:20,AS1,Computer D,File Move,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_MOVE_NON_INTERNAL_1.docx,[],Room C,Room D
2025-03-26 01:42:26,Manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A
2025-03-26 01:42:29,Manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A
2025-03-26 01:42:32,Manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A
2025-03-26 01:42:33,Manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A
2025-03-26 01:42:37,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_4.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:42:42,Manager2,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_EXTERNAL_2.docx,[],Room C,Room D
2025-03-26 01:42:46,Manager1,Computer A0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_4.docx,['Manager1'],Room A,Room A
2025-03-26 01:42:51,Manager1,Computer C0,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_EXTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C
2025-03-26 01:42:54,AS1,Computer C1,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_4.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:42:58,AS1,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_3.docx,[],Room C,Room D
2025-03-26 01:43:03,Manager1,Computer D,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_NON_1.docx,[],Room A,Room D
2025-03-26 01:43:07,AS2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_NON_EXTERNAL_2.docx,[],Room C,Room D
2025-03-26 01:43:11,AS2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_6.docx,[],Room C,Room D
2025-03-26 01:43:17,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_2.docx,[],Room C,Room D
2025-03-26 01:43:21,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:43:26,AS1,Computer A1,File Move,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_MOVE_NON_INTERNAL_2.docx,['Manager1'],Room C,Room A
2025-03-26 01:43:33,Director2,Computer A0,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPENWMOD.docx,['Manager1'],Room B,Room A
2025-03-26 01:43:33,Director2,Computer A0,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD.docx,['Manager1'],Room B,Room A
2025-03-26 01:43:35,Director2,Computer A0,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD.docx,['Manager1'],Room B,Room A
2025-03-26 01:43:37,Director2,Computer A0,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD.docx,['Manager1'],Room B,Room A
2025-03-26 01:43:38,Director2,Computer A0,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD.docx,['Manager1'],Room B,Room A
2025-03-26 01:43:41,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:43:44,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_5.docx,[],Room C,Room D
2025-03-26 01:43:49,AS2,Computer A0,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_NON_EXTERNAL_3.docx,['Manager1'],Room C,Room A
2025-03-26 01:43:52,AS2,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_EXTERNAL_2.docx,['Manager1'],Room C,Room A
2025-03-26 01:43:56,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:44:03,Director2,Computer A1,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPENWMOD_NON.docx,['Manager1'],Room B,Room A
2025-03-26 01:44:03,Director2,Computer A1,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD_NON.docx,['Manager1'],Room B,Room A
2025-03-26 01:44:06,Director2,Computer A1,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD_NON.docx,['Manager1'],Room B,Room A
2025-03-26 01:44:07,Director2,Computer A1,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD_NON.docx,['Manager1'],Room B,Room A
2025-03-26 01:44:08,Director2,Computer A1,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD_NON.docx,['Manager1'],Room B,Room A
2025-03-26 01:44:12,Director1,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_2.docx,[],Room C,Room D
2025-03-26 01:44:15,Manager2,Computer D,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_4.docx,[],Room C,Room D
2025-03-26 01:44:21,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPEN_NON.docx,[],Room C,Room D
2025-03-26 01:44:21,AS1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN_NON.docx,[],Room C,Room D
2025-03-26 01:44:29,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPEN.docx,[],Room C,Room D
2025-03-26 01:44:30,AS1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN.docx,[],Room C,Room D
2025-03-26 01:44:37,Manager1,Computer D,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_INTERNAL_1.docx,[],Room A,Room D
2025-03-26 01:44:41,AS2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_7.docx,[],Room C,Room D
2025-03-26 01:45:32,Director2,Computer C0,File Deletion,C:\Users\janva\Downloads\Director2\Director2_DELETE_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room B,Room C
2025-03-26 01:45:37,AS1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_4.docx,['Manager1'],Room C,Room A
2025-03-26 01:45:42,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_6.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:45:46,Director2,Computer C1,File Deletion,C:\Users\janva\Downloads\Director2\Director2_DELETE_NON_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room B,Room C
2025-03-26 01:45:52,Manager2,Computer D,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_NON_INTERNAL_1.docx,[],Room C,Room D
2025-03-26 01:45:57,AS2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_7.docx,[],Room C,Room D
2025-03-26 01:46:01,AS1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_5.docx,['Manager1'],Room C,Room A
2025-03-26 01:46:07,Director1,Computer C0,File Move,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_MOVE_NON_INTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:46:14,Director2,Computer A0,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPEN_NON.docx,['Manager1'],Room B,Room A
2025-03-26 01:46:14,Director2,Computer A0,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPEN_NON.docx,['Manager1'],Room B,Room A
2025-03-26 01:46:22,Manager2,Computer D,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPEN.docx,[],Room C,Room D
2025-03-26 01:46:22,Manager2,Computer D,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN.docx,[],Room C,Room D
2025-03-26 01:46:28,Director1,Computer A0,File Move,C:\Users\janva\Downloads\Manager2\Director1_MOVE_OTHERS_1.docx,['Manager1'],Room C,Room A
2025-03-26 01:46:32,Director1,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_3.docx,[],Room C,Room D
2025-03-26 01:46:36,Director1,Computer C0,File Move,C:\Users\janva\Downloads\Manager2\Director1_MOVE_OTHERS_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:46:41,AS2,Computer C1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_8.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:46:45,AS2,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\AS2_MOVE_EXTERNAL_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:46:49,Manager2,Computer A1,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_1.docx,['Manager1'],Room C,Room A
2025-03-26 01:46:53,Director1,Computer C0,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:46:58,Director2,Computer A0,File Move,C:\Users\janva\Downloads\AS1\Director2_MOVE_OTHERS_2.docx,['Manager1'],Room B,Room A
2025-03-26 01:47:03,AS2,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\AS2_MOVE_NON_EXTERNAL_2.docx,[],Room C,Room D
2025-03-26 01:47:07,AS1,Computer A0,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_6.docx,['Manager1'],Room C,Room A
2025-03-26 01:47:13,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:47:15,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:47:17,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:47:18,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:47:23,Director2,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\Director2_MOVE_EXTERNAL_1.docx,['Manager1'],Room B,Room A
2025-03-26 01:47:26,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_OTHERS_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C
2025-03-26 01:47:31,Director2,Computer C1,File Move,C:\Users\janva\Downloads\AS2\Director2_MOVE_NON_OTHERS_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room B,Room C
2025-03-26 01:49:15,AS1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:49:17,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:49:19,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:49:20,AS1,Computer D,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD_NON.docx,[],Room C,Room D
2025-03-26 01:49:25,Manager1,Computer C0,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_OTHERS_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C
2025-03-26 01:49:31,Manager2,Computer D,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,[],Room C,Room D
2025-03-26 01:49:34,Manager2,Computer D,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,[],Room C,Room D
2025-03-26 01:49:35,Manager2,Computer D,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,[],Room C,Room D
2025-03-26 01:49:36,Manager2,Computer D,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,[],Room C,Room D
2025-03-26 01:49:41,Director1,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Director1_MOVE_EXTERNAL_2.docx,[],Room C,Room D
2025-03-26 01:49:44,Director1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_4.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:49:48,Director1,Computer A0,File Copy,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_COPY_NON_INTERNAL_1.docx,['Manager1'],Room C,Room A
2025-03-26 01:49:54,AS1,Computer C1,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:50:00,AS2,Computer C1,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_NON_INTERNAL_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:50:04,AS1,Computer A1,File Move,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_MOVE_NON_INTERNAL_3.docx,['Manager1'],Room C,Room A
2025-03-26 01:50:10,Director2,Computer C1,File Move,C:\Users\janva\Downloads\Manager2\Director2_MOVE_OTHERS_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room B,Room C
2025-03-26 01:50:13,AS2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_EXTERNAL_3.docx,[],Room C,Room D
2025-03-26 01:50:18,Manager2,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_NON_EXTERNAL_1.docx,[],Room C,Room D
2025-03-26 01:50:25,AS2,Computer A1,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD.docx,['Manager1'],Room C,Room A
2025-03-26 01:50:27,AS2,Computer A1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,['Manager1'],Room C,Room A
2025-03-26 01:50:29,AS2,Computer A1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,['Manager1'],Room C,Room A
2025-03-26 01:50:30,AS2,Computer A1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD.docx,['Manager1'],Room C,Room A
2025-03-26 01:50:34,AS1,Computer D,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_5.docx,[],Room C,Room D
2025-03-26 01:50:38,AS1,Computer D,File Move,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_MOVE_NON_INTERNAL_4.docx,[],Room C,Room D
2025-03-26 01:50:44,AS1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN.docx,[],Room C,Room D
2025-03-26 01:50:52,Director1,Computer C1,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:50:55,Director1,Computer C1,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:50:56,Director1,Computer C1,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:50:57,Director1,Computer C1,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:51:02,Director1,Computer D,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_1.docx,[],Room C,Room D
2025-03-26 01:51:09,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:51:15,AS2,Computer C0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_NON_INTERNAL_4.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:51:20,AS1,Computer C0,File Move,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_MOVE_INTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:51:25,AS1,Computer C0,File Move,C:\Users\janva\Downloads\ExternalDrive\AS1_MOVE_NON_EXTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:51:30,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\AS2\Manager1_COPY_OTHERS_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C
2025-03-26 01:51:38,AS1,Computer A1,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN.docx,['Manager1'],Room C,Room A
2025-03-26 01:51:43,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C
2025-03-26 01:51:47,Manager1,Computer A1,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_1.docx,['Manager1'],Room A,Room A
2025-03-26 01:51:51,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_NON_INTERNAL_1.docx,['Manager1'],Room A,Room A
2025-03-26 01:51:55,AS2,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_NON_EXTERNAL_4.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 01:51:59,AS2,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_EXTERNAL_4.docx,['Manager1'],Room C,Room A
2025-03-26 01:52:03,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_5.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C
2025-03-26 05:24:55,Director1,Computer D,File Copy,C:\Users\janva\Downloads\Manager1\Director1_COPY_NON_OTHERS_1.docx,['Director1'],Room D,Room D
2025-03-26 05:25:02,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,"['AS2', 'Director2']",Room D,Room D
2025-03-26 05:25:03,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,"['AS2', 'Director2']",Room D,Room D
2025-03-26 05:25:05,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,"['AS2', 'Director2']",Room D,Room D
2025-03-26 05:25:08,AS1,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_1.docx,"['Manager2', 'AS1', 'Director1']",Room D,Room D
2025-03-26 05:25:15,Director1,Computer D,File Copy,C:\Users\janva\Downloads\Manager1\Director1_COPY_NON_OTHERS_2.docx,['Director1'],Room D,Room D
2025-03-26 05:26:31,AS1,Computer A1,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_NON_INTERNAL_1.docx,['AS1'],Room A,Room A
2025-03-26 05:26:39,Manager2,Computer D,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,['Manager2'],Room D,Room D
2025-03-26 05:26:39,Manager2,Computer D,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPEN_NON.docx,['Manager2'],Room D,Room D
2025-03-26 05:26:44,Manager1,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_NON_EXTERNAL_1.docx,"['Director2', 'Manager1']",Room D,Room D
2025-03-26 05:26:48,Manager1,Computer D,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_NON_INTERNAL_1.docx,"['Manager1', 'AS1']",Room D,Room D
2025-03-26 05:26:53,Manager1,Computer D,File Move,C:\Users\janva\Downloads\AS2\Manager1_MOVE_NON_OTHERS_1.docx,['Manager1'],Room D,Room D
2025-03-26 05:26:56,Manager1,Computer D,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_NON_1.docx,"['AS1', 'AS2']",Room C,Room D
2025-03-26 05:27:02,AS1,Computer C0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN_NON.docx,"['AS1', 'Director2']",Room C,Room C
2025-03-26 05:27:03,AS1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPEN_NON.docx,"['AS1', 'Director2']",Room C,Room C
2025-03-26 05:27:09,Manager1,Computer D,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_INTERNAL_1.docx,['Manager1'],Room D,Room D
2025-03-26 05:27:13,AS1,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_NON_EXTERNAL_1.docx,"['AS1', 'Director2', 'Director1']",Room D,Room D
2025-03-26 05:27:17,Director2,Computer A0,File Copy,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_COPY_NON_INTERNAL_1.docx,['Director2'],Room A,Room A
2025-03-26 05:27:22,Manager1,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_NON_EXTERNAL_2.docx,['Manager1'],Room D,Room D
2025-03-26 05:27:27,AS2,Computer C0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_1.docx,['AS2'],Room C,Room C
2025-03-26 05:27:34,Director2,Computer A1,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPEN.docx,['Director2'],Room A,Room A
2025-03-26 05:27:34,Director2,Computer A1,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPEN.docx,['Director2'],Room A,Room A
2025-03-26 05:27:42,AS1,Computer C1,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN_NON.docx,['AS1'],Room C,Room C
2025-03-26 05:27:49,Director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD_NON.docx,['Director1'],Room D,Room D
2025-03-26 05:27:49,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director1'],Room D,Room D
2025-03-26 05:27:52,Director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,['Director1'],Room D,Room D
2025-03-26 05:27:57,AS1,Computer A0,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_1.docx,"['Manager2', 'AS2']",Room C,Room A
2025-03-26 05:28:03,AS2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPEN.docx,"['AS2', 'Manager2', 'Director2']",Room D,Room D
2025-03-26 05:28:04,AS2,Computer D,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPEN.docx,"['AS2', 'Manager2', 'Director2']",Room D,Room D
2025-03-26 05:28:11,AS1,Computer C0,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPENWMOD.docx,"['Manager1', 'AS1']",Room C,Room C
2025-03-26 05:28:11,AS1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD.docx,"['Manager1', 'AS1']",Room C,Room C
2025-03-26 05:28:13,AS1,Computer C0,File Modification,C:\Users\janva\Downloads\AS1\AS1_OPENWMOD.docx,"['Manager1', 'AS1']",Room C,Room C
2025-03-26 05:28:20,Manager1,Computer D,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN.docx,['Manager1'],Room D,Room D
2025-03-26 05:28:21,Manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPEN.docx,['Manager1'],Room D,Room D
