timestamp,username,computerid,fileaccesstype,filedestinationdirectory,nearbyusers,computer_user_location,computerroom,computer_user_role,shift_start,shift_end,day_type,assigned_computer_id,nearby_user_roles,file_destination,file_destination_name,file_type
2025-03-26 01:03:23,manager1,Computer C1,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_NON_INTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager1_MOVE_NON_INTERNAL_1.docx,Non-confidential
2025-03-26 01:03:29,director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN_NON.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,~$rector1_OPEN_NON.docx,Non-confidential
2025-03-26 01:03:29,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPEN_NON.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPEN_NON.docx,Non-confidential
2025-03-26 01:03:33,director2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director2_COPY_NON_EXTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room B,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,Director2_COPY_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:03:37,manager1,Computer C1,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_NON_OTHERS_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager1_COPY_NON_OTHERS_2.docx,Non-confidential
2025-03-26 01:03:43,director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,~$rector1_OPENWMOD.docx,Confidential
2025-03-26 01:03:44,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:47,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:48,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:50,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:03:53,as1,Computer A0,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_NON_INTERNAL_2.docx,['Manager1'],Room C,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Manager,janva,AS1_COPY_NON_INTERNAL_2.docx,Non-confidential
2025-03-26 01:03:58,as2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_INTERNAL_1.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_MOVE_INTERNAL_1.docx,Confidential
2025-03-26 01:04:03,as2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_2.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_MOVE_NON_INTERNAL_2.docx,Non-confidential
2025-03-26 01:04:09,manager1,Computer D,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD.docx,[],Room A,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,~$nager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:12,manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room A,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:13,manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room A,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:15,manager1,Computer D,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,[],Room A,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager1_OPENWMOD.docx,Confidential
2025-03-26 01:04:19,manager2,Computer A0,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_1.docx,['Manager1'],Room C,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,Manager2_MOVE_INTERNAL_1.docx,Confidential
2025-03-26 01:04:22,director1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,Director1_COPY_EXTERNAL_1.docx,Confidential
2025-03-26 01:04:27,as2,Computer D,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_3.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_MOVE_NON_INTERNAL_3.docx,Non-confidential
2025-03-26 01:04:31,manager2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_3.docx,[],Room C,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager2_COPY_NON_EXTERNAL_3.docx,Non-confidential
2025-03-26 01:04:35,as1,Computer D,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_2.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS1_COPY_INTERNAL_2.docx,Confidential
2025-03-26 01:04:39,as2,Computer C0,File Deletion,C:\Users\janva\Downloads\AS2\AS2_DELETE_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS2_DELETE_1.docx,Confidential
2025-03-26 01:04:44,manager1,Computer C1,File Move,C:\Users\janva\Downloads\AS2\Manager1_MOVE_NON_OTHERS_1.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager1_MOVE_NON_OTHERS_1.docx,Non-confidential
2025-03-26 01:04:50,director1,Computer D,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD_NON.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,~$rector1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:50,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:53,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:54,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:56,director1,Computer D,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD_NON.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:04:58,manager1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager1_COPY_NON_EXTERNAL_2.docx,Non-confidential
2025-03-26 01:05:03,as2,Computer A1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_4.docx,['Manager1'],Room C,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Manager,janva,AS2_MOVE_NON_INTERNAL_4.docx,Non-confidential
2025-03-26 01:05:07,manager1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_3.docx,['Manager1'],Room A,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,Manager1_COPY_NON_EXTERNAL_3.docx,Non-confidential
2025-03-26 01:05:11,as1,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\AS1_MOVE_EXTERNAL_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS1_MOVE_EXTERNAL_3.docx,Confidential
2025-03-26 01:05:16,manager2,Computer C0,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager2_MOVE_INTERNAL_2.docx,Confidential
2025-03-26 01:05:20,director1,Computer D,File Move,C:\Users\janva\Downloads\ExternalDrive\Director1_MOVE_NON_EXTERNAL_1.docx,[],Room C,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director1_MOVE_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:05:24,director2,Computer A1,File Copy,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_COPY_INTERNAL_1.docx,['Manager1'],Room B,Room A,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Manager,janva,Director2_COPY_INTERNAL_1.docx,Confidential
2025-03-26 01:05:28,director1,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\Director1_MOVE_EXTERNAL_1.docx,['Manager1'],Room C,Room A,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Manager,janva,Director1_MOVE_EXTERNAL_1.docx,Confidential
2025-03-26 01:05:33,manager2,Computer D,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_1.docx,[],Room C,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,Manager2_COPY_OTHERS_1.docx,Confidential
2025-03-26 01:05:36,as1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_NON_EXTERNAL_1.docx,['Manager1'],Room C,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Manager,janva,AS1_COPY_NON_EXTERNAL_1.docx,Non-confidential
2025-03-26 01:05:40,as1,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_NON_EXTERNAL_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS1_COPY_NON_EXTERNAL_2.docx,Non-confidential
2025-03-26 01:05:44,as2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_NON_INTERNAL_2.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_COPY_NON_INTERNAL_2.docx,Non-confidential
2025-03-26 01:05:49,manager2,Computer A1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_EXTERNAL_1.docx,['Manager1'],Room C,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,Manager2_MOVE_EXTERNAL_1.docx,Confidential
2025-03-26 01:05:52,as1,Computer A0,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_INTERNAL_3.docx,['Manager1'],Room C,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Manager,janva,AS1_COPY_INTERNAL_3.docx,Confidential
2025-03-26 01:05:59,as2,Computer C1,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPENWMOD_NON.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,~$2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:06:03,as2,Computer C1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:06:05,as2,Computer C1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:06:07,as2,Computer C1,File Modification,C:\Users\janva\Downloads\AS2\AS2_OPENWMOD_NON.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS2_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:06:12,as2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_3.docx,['Manager1'],Room C,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Manager,janva,AS2_COPY_INTERNAL_3.docx,Confidential
2025-03-26 01:06:16,director2,Computer A1,File Move,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_MOVE_NON_INTERNAL_1.docx,['Manager1'],Room B,Room A,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Manager,janva,Director2_MOVE_NON_INTERNAL_1.docx,Non-confidential
2025-03-26 01:06:23,manager2,Computer D,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN.docx,[],Room C,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,~$nager2_OPEN.docx,Confidential
2025-03-26 01:06:29,as2,Computer C1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_5.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS2_MOVE_NON_INTERNAL_5.docx,Non-confidential
2025-03-26 01:06:36,director2,Computer A1,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPEN.docx,['Manager1'],Room B,Room A,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Manager,janva,~$rector2_OPEN.docx,Confidential
2025-03-26 01:06:43,manager2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2\Manager2_COPY_NON_OTHERS_1.docx,['Manager1'],Room C,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,Manager2_COPY_NON_OTHERS_1.docx,Non-confidential
2025-03-26 01:06:48,manager2,Computer C0,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_NON_OTHERS_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager2_COPY_NON_OTHERS_2.docx,Non-confidential
2025-03-26 01:06:53,manager1,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_EXTERNAL_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager1_COPY_EXTERNAL_2.docx,Confidential
2025-03-26 01:07:00,manager2,Computer C1,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,~$nager2_OPEN_NON.docx,Non-confidential
2025-03-26 01:07:01,manager2,Computer C1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPEN_NON.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager2_OPEN_NON.docx,Non-confidential
2025-03-26 01:07:08,director2,Computer A0,File Deletion,C:\Users\janva\Downloads\Director2\Director2_DELETE_NON_1.docx,['Manager1'],Room B,Room A,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Manager,janva,Director2_DELETE_NON_1.docx,Non-confidential
2025-03-26 01:07:13,director1,Computer C1,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,Director1_DELETE_NON_2.docx,Non-confidential
2025-03-26 01:07:18,manager1,Computer C0,File Copy,C:\Users\janva\Downloads\AS2\Manager1_COPY_NON_OTHERS_3.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room A,Room C,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,"Administrative Staff, Director, Manager, Administrative Staff",janva,Manager1_COPY_NON_OTHERS_3.docx,Non-confidential
2025-03-26 01:07:25,director1,Computer C0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,~$rector1_OPENWMOD.docx,Confidential
2025-03-26 01:07:28,director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:07:30,director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:07:32,director1,Computer C0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,Director1_OPENWMOD.docx,Confidential
2025-03-26 01:07:38,as2,Computer A0,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_4.docx,['Manager1'],Room C,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Manager,janva,AS2_COPY_INTERNAL_4.docx,Confidential
2025-03-26 01:07:44,as2,Computer C1,File Move,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_MOVE_NON_INTERNAL_6.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room C,Room C,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,"Administrative Staff, Director, Manager, Administrative Staff",janva,AS2_MOVE_NON_INTERNAL_6.docx,Non-confidential
2025-03-26 01:20:24,as2,Computer D,File Opening,C:\Users\janva\Downloads\AS2\~$2_OPEN.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,~$2_OPEN.docx,Confidential
2025-03-26 01:26:39,director2,Computer D,File Move,C:\Users\janva\Downloads\Director2_InternalFolder\Director2_MOVE_INTERNAL_1.docx,[],Room B,Room D,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,Unknown,janva,Director2_MOVE_INTERNAL_1.docx,Confidential
2025-03-26 01:36:56,as2,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS2_COPY_EXTERNAL_1.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_COPY_EXTERNAL_1.docx,Confidential
2025-03-26 01:38:28,as1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_1.docx,['Manager1'],Room C,Room A,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Manager,janva,AS1_COPY_EXTERNAL_1.docx,Confidential
2025-03-26 01:41:56,as2,Computer D,File Copy,C:\Users\janva\Downloads\AS2_InternalFolder\AS2_COPY_INTERNAL_5.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS2_COPY_INTERNAL_5.docx,Confidential
2025-03-26 01:42:00,director2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director2_COPY_NON_EXTERNAL_2.docx,"['AS2', 'Director1', 'Manager2', 'AS1']",Room B,Room C,Director,12:00:00,21:00:00,Weekend,D2E1F0A9-8901-23CD-45EF-6789012345FE,"Administrative Staff, Director, Manager, Administrative Staff",janva,Director2_COPY_NON_EXTERNAL_2.docx,Non-confidential
2025-03-26 01:42:06,manager1,Computer D,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN.docx,[],Room A,Room D,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Unknown,janva,~$nager1_OPEN.docx,Confidential
2025-03-26 01:42:14,as1,Computer D,File Opening,C:\Users\janva\Downloads\AS1\~$1_OPEN_NON.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,~$1_OPEN_NON.docx,Non-confidential
2025-03-26 01:42:20,as1,Computer D,File Move,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_MOVE_NON_INTERNAL_1.docx,[],Room C,Room D,Administrative Staff,8:00:00,17:00:00,Weekday,B9D83F2E-9365-E911-80CF-9828A6447999,Unknown,janva,AS1_MOVE_NON_INTERNAL_1.docx,Non-confidential
2025-03-26 01:42:26,manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,~$nager1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:42:29,manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,Manager1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:42:32,manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,Manager1_OPENWMOD_NON.docx,Non-confidential
2025-03-26 01:42:33,manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,['Manager1'],Room A,Room A,Manager,9:00:00,18:00:00,Weekend,C4D5E6F7-7890-23CD-78AB-567890ABCDEF,Manager,janva,Manager1_OPENWMOD_NON.docx,Non-confidential
